####道具配置总表																																					
##游戏中所有物品,无论装备,丹药物品,均属道具,道具类别的定义均由本表提供基础数据.道具类型ID和道具子类型ID必须唯一.																																					
#																																					
#道具类型名称                     : 道具类型,如装备,丹药等等,同时这个名称将会被部分界面等地方引用. 																																					
#道具类型ID                       : 道具类型的ID编号.																																					
#道具子类型名称                   : 道具子类型名称,如重兵,飞剑等,同时这个名称将会被部分界面等地方引用.																																					
#道具子类型ID                     : 道具子类型的ID编号.																																					
#道具类目ID                       : 道具自所属类目下的编号,是用来区分同类型同子类下不同道具的ID																																					
#道具名称                         : 道具名称 																																					
#道具单位名称                     : 道具的单位名称 																																					
#道具描述                         : 道具文字描述																																					
#道具小图示资源路径               : 道具小型图示资源,如E,R键可能用到的小图示.																																					
#道具大图示资源路径               : 道具的展示图示资源.																																					
#道具属性个数                     : 这个道具将具有多少个自身的属性,这个属性值得是比如耐久度,使用限制,CD等等.																																					
#道具属性类型1                    : 属性的类型 																																					
#道具属性1                        : 属性的值																																					
#道具效果属性个数                 : 这个属性泛指所有角色所含属性,比如血,灵力之类.																																					
#道具效果属性类型1                : 属性类型																																					
#道具效果属性1                    : 属性值 																																					
#道具触发后需要执行的脚本模块数量 : 当这个道具被触发,将执行的动作 ,这个动作是																																					
#道具触发后执行的脚本模块1        : 道具被触发后执行的脚本模块ID																																					
#道具触发后执行的脚本模块数据1    : 道具被触发后执行的脚本模块数据																																					
MaxPropCount	5																																				
MaxBaseEffectCount	4																																				
MaxAddEffectCount	3																																				
MaxRunCount	1																																				
#道具类型名称	#道具类型ID	#道具子类型名称	#道具子类型ID	#道具类目ID	#道具名称	#道具单位名称	#道具描述	#道具出处描述	#道具小图示资源路径	#道具大图示资源路径	#道具资源路径	#道具属性类型1	#道具属性1	#道具属性类型2	#道具属性2	#道具属性类型3	#道具属性3	#道具属性类型4	#道具属性4	#道具属性类型5	#道具属性5	#道具效果属性类型1	#道具效果属性1	#道具效果属性类型2	#道具效果属性2	#道具效果属性类型3	#道具效果属性3	#道具效果属性类型4	#道具效果属性4	#道具附加属性类型1	#道具附加效果1	#道具附加属性类型2	#道具附加效果2	#道具附加属性类型3	#道具附加效果3	#道具触发后执行的脚本模块1	#道具触发后执行的脚本模块数据1
装备	1	护腕	13	1134101	狱魔手甲	双	魔宗战将所遗之物，魔气依稀可见。	神秘的护腕,佩之夜间功力倍增.	GameLegend/Icon/Equipment/Equip_Cuff_4_4	GameLegend/Illustration/equip_illu/equip_iliu_80	Prefabs/Player/Equip/hand_10	1	1690	2	845	null	null	null	null	null	null	10	377	2	3445	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	护腕	13	1135101	神禹护臂	双	据说与洪荒时期的修仙大士有关，或许有先人庇佑。	神秘的护腕,佩之防御倍增.	GameLegend/Icon/Equipment/Equip_Cuff_5_4	GameLegend/Illustration/equip_illu/equip_iliu_90	Prefabs/Player/Equip/hand_11	1	3522	2	1761	null	null	null	null	null	null	10	833	2	7175	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	护腕	13	1136101	赤练臂甲	双	艳丽的硬甲护臂，看起来像是仙家之物。	神秘的护腕,佩之夜间攻击力倍增.	GameLegend/Icon/Equipment/Equip_Cuff_6_4	GameLegend/Illustration/equip_illu/equip_iliu_100	Prefabs/Player/Equip/hand_12	1	7348	2	3674	null	null	null	null	null	null	10	1808	2	15000	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	足履	14	1141001	荆布靴	双	粗荆麻布所制的修士长靴，还算结实。	日行千里,踏步流星.	GameLegend/Icon/Equipment/Equip_shoes_1_6	GameLegend/Illustration/equip_illu/equip_iliu_139	Prefabs/Player/Equip/foot_13	1	100	2	50	null	null	null	null	null	null	10	9	2	25	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	足履	14	1142001	道藏靴	双	暗藏了道门真灵的修士靴，契合道门玄法能显露神通。	世界著名品牌,价格偏贵,不过质量尚可.	GameLegend/Icon/Equipment/Equip_shoes_1_1	GameLegend/Illustration/equip_illu/equip_iliu_08	Prefabs/Player/Equip/foot_2	1	208	2	104	null	null	null	null	null	null	10	42	2	99	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	足履	14	1143001	玄武长靴	双	重铁腿甲，上有鬼灵坐镇，以邪辟邪。	某国山寨品牌,意为,比阿迪还阿迪.	GameLegend/Icon/Equipment/Equip_shoes_3_1	GameLegend/Illustration/equip_illu/equip_iliu_66	Prefabs/Player/Equip/foot_3	1	436	2	218	null	null	null	null	null	null	10	100	2	311	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	足履	14	1144001	血焰靴	双	赤血长靴，施展之下如风火轮般来去自如。	日行千里,踏步流星.	GameLegend/Icon/Equipment/Equip_shoes_4_1	GameLegend/Illustration/equip_illu/equip_iliu_77	Prefabs/Player/Equip/foot_4	1	916	2	458	null	null	null	null	null	null	10	181	2	905	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	足履	14	1145001	辰霜靴	双	冰系长靴，有霜寒之气缭绕，生灵不近。	世界著名品牌,价格偏贵,不过质量尚可.	GameLegend/Icon/Equipment/Equip_shoes_5_1	GameLegend/Illustration/equip_illu/equip_iliu_87	Prefabs/Player/Equip/foot_5	1	1924	2	962	null	null	null	null	null	null	10	362	2	2000	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	足履	14	1146001	昆仑尊履	双	灵通不俗的长靴，原为皇族之物，能炼金刚不坏之身。	某国山寨品牌,意为,比阿迪还阿迪.	GameLegend/Icon/Equipment/Equip_shoes_6_1	GameLegend/Illustration/equip_illu/equip_iliu_97	Prefabs/Player/Equip/foot_6	1	4040	2	2020	null	null	null	null	null	null	10	871	2	4125	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	足履	14	1141101	裂帛靴	双	旧缎余料所制的长靴，习武之人平常穿着。	日行千里,踏步流星.	GameLegend/Icon/Equipment/Equip_shoes_1_6	GameLegend/Illustration/equip_illu/equip_iliu_139	Prefabs/Player/Equip/foot_14	1	174	2	87	null	null	null	null	null	null	10	31	2	74	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	足履	14	1142101	辟火靴	双	附有太极浩气的修士靴,能避火袭,妖魔回避.	世界著名品牌,价格偏贵,不过质量尚可.	GameLegend/Icon/Equipment/Equip_shoes_2_4	GameLegend/Illustration/equip_illu/equip_iliu_72	Prefabs/Player/Equip/foot_8	1	364	2	182	null	null	null	null	null	null	10	75	2	243	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	足履	14	1143101	大罗长靴	双	不乏戾气的铁甲护腿，似乎有妖邪煞气附着其中。	某国山寨品牌,意为,比阿迪还阿迪.	GameLegend/Icon/Equipment/Equip_shoes_3_4	GameLegend/Illustration/equip_illu/equip_iliu_107	Prefabs/Player/Equip/foot_9	1	764	2	382	null	null	null	null	null	null	10	153	2	744	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	足履	14	1144101	狱魔靴	双	魔宗战将所遗长靴，魔气依稀可见。	日行千里,踏步流星.	GameLegend/Icon/Equipment/Equip_shoes_4_4	GameLegend/Illustration/equip_illu/equip_iliu_82	Prefabs/Player/Equip/foot_10	1	1604	2	802	null	null	null	null	null	null	10	282	2	1723	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	足履	14	1145101	神禹靴	双	据说与洪荒时期的修仙大士有关，或许有先人庇佑。	世界著名品牌,价格偏贵,不过质量尚可.	GameLegend/Icon/Equipment/Equip_shoes_5_4	GameLegend/Illustration/equip_illu/equip_iliu_92	Prefabs/Player/Equip/foot_11	1	3366	2	1683	null	null	null	null	null	null	10	625	2	3588	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	足履	14	1146101	赤练仙履	双	艳丽的硬甲长靴，好似仙家之物。	某国山寨品牌,意为,比阿迪还阿迪.	GameLegend/Icon/Equipment/Equip_shoes_6_4	GameLegend/Illustration/equip_illu/equip_iliu_102	Prefabs/Player/Equip/foot_12	1	7070	2	3535	null	null	null	null	null	null	10	1355	2	7500	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	戒指	15	1151001	广寒月桂	支	佩之可拥有三味真火的技能.	佩之可拥有三味真火的技能.	GameLegend/Icon/Equipment/Equip_Ring_2_1	GameLegend/Illustration/equip_illu/equip_iliu_109	ItemICO\DefultICO_Big	1	110	2	55	null	null	null	null	null	null	10	12	2	50	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	戒指	15	1152001	玄睛白虎	支	佩之可增加五行火术控制力.	佩之可增加五行火术控制力.	GameLegend/Icon/Equipment/Equip_Ring_1_1	GameLegend/Illustration/equip_illu/equip_iliu_68	ItemICO\DefultICO_Big	1	226	2	113	null	null	null	null	null	null	10	58	2	198	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	戒指	15	1153001	九天云鹏	支	佩之可增加五行水术控制力.	佩之可增加五行水术控制力.	GameLegend/Icon/Equipment/Equip_Ring_3_1	GameLegend/Illustration/equip_illu/equip_iliu_63	ItemICO\DefultICO_Big	1	468	2	234	null	null	null	null	null	null	10	134	2	623	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	戒指	15	1154001	沉渊游龙	支	佩之可拥有三味真火的技能.	佩之可拥有三味真火的技能.	GameLegend/Icon/Equipment/Equip_Ring_4_1	GameLegend/Illustration/equip_illu/equip_iliu_74	ItemICO\DefultICO_Big	1	974	2	487	null	null	null	null	null	null	10	242	2	1810	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	戒指	15	1155001	紫微斗星	支	佩之可增加五行火术控制力.	佩之可增加五行火术控制力.	GameLegend/Icon/Equipment/Equip_Ring_5_1	GameLegend/Illustration/equip_illu/equip_iliu_84	ItemICO\DefultICO_Big	1	2028	2	1014	null	null	null	null	null	null	10	482	2	4000	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	戒指	15	1156001	梵天舍利	支	佩之可增加五行水术控制力.	佩之可增加五行水术控制力.	GameLegend/Icon/Equipment/Equip_Ring_6_1	GameLegend/Illustration/equip_illu/equip_iliu_94	ItemICO\DefultICO_Big	1	4226	2	2113	null	null	null	null	null	null	10	1161	2	8250	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	戒指	15	1151101	空桑瑶璧	支	佩之可拥有三味真火的技能.	佩之可拥有三味真火的技能.	GameLegend/Icon/Equipment/Equip_Ring_1_2	GameLegend/Illustration/equip_illu/equip_iliu_114	ItemICO\DefultICO_Big	1	188	2	94	null	null	null	null	null	null	10	40	2	148	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	戒指	15	1152101	疆良衔蛇	支	佩之可增加五行火术控制力.	佩之可增加五行火术控制力.	GameLegend/Icon/Equipment/Equip_Ring_2_2	GameLegend/Illustration/equip_illu/equip_iliu_69	ItemICO\DefultICO_Big	1	390	2	195	null	null	null	null	null	null	10	100	2	485	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	戒指	15	1153101	东方句芒	支	佩之可增加五行水术控制力.	佩之可增加五行水术控制力.	GameLegend/Icon/Equipment/Equip_Ring_3_2	GameLegend/Illustration/equip_illu/equip_iliu_104	ItemICO\DefultICO_Big	1	812	2	406	null	null	null	null	null	null	10	204	2	1488	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	戒指	15	1154101	天池白露	支	佩之可拥有三味真火的技能.	佩之可拥有三味真火的技能.	GameLegend/Icon/Equipment/Equip_Ring_4_2	GameLegend/Illustration/equip_illu/equip_iliu_79	ItemICO\DefultICO_Big	1	1690	2	845	null	null	null	null	null	null	10	377	2	3445	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	戒指	15	1155101	帝江火舞	支	佩之可增加五行火术控制力.	佩之可增加五行火术控制力.	GameLegend/Icon/Equipment/Equip_Ring_5_2	GameLegend/Illustration/equip_illu/equip_iliu_89	ItemICO\DefultICO_Big	1	3522	2	1761	null	null	null	null	null	null	10	833	2	7175	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	戒指	15	1156101	青山浮玉	支	佩之可增加五行水术控制力.	佩之可增加五行水术控制力.	GameLegend/Icon/Equipment/Equip_Ring_6_2	GameLegend/Illustration/equip_illu/equip_iliu_99	ItemICO\DefultICO_Big	1	7348	2	3674	null	null	null	null	null	null	10	1808	2	15000	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	护符	21	1210001	暖阳宝玉	个	火属性的玉石，佩戴可增加火属性灵力	火属性的玉石，佩戴可增加火属性灵力	GameLegend/Icon/Equipment/Equip_Phyla_1	GameLegend/Illustration/equip_illu/equip_iliu_12	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	护符	21	1210002	寒黎珠	个	用深海玄晶炼制而成	用深海玄晶炼制而成	GameLegend/Icon/Equipment/Equip_Phyla_2	GameLegend/Illustration/equip_illu/equip_iliu_06	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	护符	21	1210003	辟邪珠	个	辟邪祛秽，能短时间使佩戴者免受外物伤害	辟邪祛秽，能短时间使佩戴者免受外物伤害	GameLegend/Icon/Equipment/Equip_Phyla_3	GameLegend/Illustration/equip_illu/equip_iliu_12	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	护符	21	1210004	混元佩	个	天地之力，混元一气，能够为佩戴者加持天地灵力，使其释放功法时威力大增	天地之力，混元一气，能够为佩戴者加持天地灵力，使其释放功法时威力大增	GameLegend/Icon/Equipment/Equip_Phyla_4	GameLegend/Illustration/equip_illu/equip_iliu_06	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	护符	21	1210005	白犀佩	个	白灵犀所制之物，具有减轻佩戴者苦痛之功效	白灵犀所制之物，具有减轻佩戴者苦痛之功效	GameLegend/Icon/Equipment/Equip_Phyla_5	GameLegend/Illustration/equip_illu/equip_iliu_12	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	护符	21	1210006	婆罗珠	个	具有定神安魂的奇效，能使佩戴者不为外物所迷惑	具有定神安魂的奇效，能使佩戴者不为外物所迷惑	GameLegend/Icon/Equipment/Equip_Phyla_6	GameLegend/Illustration/equip_illu/equip_iliu_06	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	护符	21	1210007	如意佩	个	具有祈愿之功效，能护佑佩戴者	记载于某某书中	GameLegend/Icon/Equipment/Equip_Phyla_7	GameLegend/Illustration/equip_illu/equip_iliu_12	ItemICO\DefultICO_Big	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	时装	91	1910001	侍者	套	具有祈愿之功效，能护佑佩戴者	记载于某某书中	GameLegend/Icon/Equipment/Equip_Phyla_7	GameLegend/Illustration/equip_illu/equip_iliu_06	Prefabs/Player/PlayerMod/hanli_mod_1	1	1000	2	400	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
丹药	2	恢复	1	2010001	凝气丹	颗	最便宜的伤药，有凝血顺气之效，平时有个小伤小痛都用得着，多带些在身上比较好。	使用后可恢复些许精血	GameLegend/Icon/Item/Material_3030091	GameLegend/Illustration/item_illu/item_illu_13	ItemICO\DefultICO_Big	1	180	2	90	null	null	null	null	null	null	1	1000	null	null	null	null	null	null	null	null	null	null	null	null	null	null
丹药	2	强攻	2	2010002	抽髓丸	颗	外表呈粉红色，却有奇异腥臭之味，服用之后能通过透支身体潜能迅速提升实力，药性很烈。	使用后可增加些许攻击	GameLegend/Icon/Item/Material_3030084	GameLegend/Illustration/item_illu/item_illu_4	ItemICO\DefultICO_Big	1	220	2	110	null	null	null	null	null	null	null	null	null	null	null	null	null	null	3	193	null	null	null	null	null	null
丹药	2	刚御	3	2010003	强体散	瓶	偶然发现的健体良药，在炼气阶段有极佳功效，一旦筑基便收效甚微。	使用后可增加些许防御	GameLegend/Icon/Item/Material_3030093	GameLegend/Illustration/item_illu/item_illu_15	ItemICO\DefultICO_Big	1	220	2	110	null	null	null	null	null	null	null	null	null	null	null	null	null	null	5	197	null	null	null	null	null	null
丹药	2	恢复	1	2010004	培元丹	颗	舒经活络，内伤、外伤皆可用，其中玄冰花的成分使其具有去腐生肌的奇效。	使用后可恢复少量精血	GameLegend/Icon/Item/Material_3030092	GameLegend/Illustration/item_illu/item_illu_14	ItemICO\DefultICO_Big	1	372	2	186	null	null	null	null	null	null	1	2400	null	null	null	null	null	null	null	null	null	null	null	null	null	null
丹药	2	强攻	2	2010005	炼精丹	颗	低阶弟子用来提升修为的灵丹，只要有了配方，用小绿瓶催药制丹，短时间内可大大提升修为。	使用后可增加少量攻击	GameLegend/Icon/Item/Material_3030090	GameLegend/Illustration/item_illu/item_illu_11	ItemICO\DefultICO_Big	1	464	2	232	null	null	null	null	null	null	null	null	null	null	null	null	null	null	3	194	null	null	null	null	null	null
丹药	2	刚御	3	2010006	固血散	瓶	紫红色的粉末，味道酸甜，不仅好看好吃，固血益气的功效也甚佳，是个好东西。	使用后可增加少量防御	GameLegend/Icon/Item/Material_3030086	GameLegend/Illustration/item_illu/item_illu_6	ItemICO\DefultICO_Big	1	464	2	232	null	null	null	null	null	null	null	null	null	null	null	null	null	null	5	198	null	null	null	null	null	null
丹药	2	恢复	1	2010007	合一丹	颗	又叫合气丹，意为凝结天地灵气而成，成丹发金色微光，灵气袭人，治疗功效更是天下无双。	使用后可恢复中量精血	GameLegend/Icon/Item/Material_3030087	GameLegend/Illustration/item_illu/item_illu_7	ItemICO\DefultICO_Big	1	1050	2	525	null	null	null	null	null	null	1	10900	null	null	null	null	null	null	null	null	null	null	null	null	null	null
丹药	2	强攻	2	2010008	焚命丸	颗	原本是靠消耗寿元来换取修为的邪丹，经过数次配方的改进，几乎没有什么副作用了。	使用后可增加中量攻击	GameLegend/Icon/Item/Material_3030085	GameLegend/Illustration/item_illu/item_illu_5	ItemICO\DefultICO_Big	1	1230	2	615	null	null	null	null	null	null	null	null	null	null	null	null	null	null	3	195	null	null	null	null	null	null
丹药	2	刚御	3	2010009	养金丹	颗	药性猛烈的金色丹药，因药性太烈所以稍有不慎易造成心脉受损，不能随便乱吃。	使用后可增加中量防御	GameLegend/Icon/Item/Material_3030094	GameLegend/Illustration/item_illu/item_illu_20	ItemICO\DefultICO_Big	1	1230	2	615	null	null	null	null	null	null	null	null	null	null	null	null	null	null	5	199	null	null	null	null	null	null
丹药	2	恢复	1	2010010	幻形丹	颗	以断肠菇为主料炼制而成，服用之后会经受断肠之苦，继而堕入幻境，瞬间如亲历涅槃一般肌骨重生。	使用后可恢复大量精血	GameLegend/Icon/Item/Material_3030088	GameLegend/Illustration/item_illu/item_illu_8	ItemICO\DefultICO_Big	1	4650	2	2325	null	null	null	null	null	null	1	38000	null	null	null	null	null	null	null	null	null	null	null	null	null	null
丹药	2	强攻	2	2010011	爆念散	瓶	通过唤醒体内狂暴之气来突破修为瓶颈，最好辅以凝神静气的丹药来压制心性，否则心魔入侵，后果不堪设想。	使用后可增加大量攻击	GameLegend/Icon/Item/Material_3030083	GameLegend/Illustration/item_illu/item_illu_1	ItemICO\DefultICO_Big	1	5430	2	2715	null	null	null	null	null	null	null	null	null	null	null	null	null	null	3	196	null	null	null	null	null	null
丹药	2	刚御	3	2010012	金刚玉	颗	看起来质地象是灵光碧玉，其实表面的浮光是其强大的灵力流动形成，可大幅增进修为。	使用后可增加大量防御	GameLegend/Icon/Item/Material_3030089	GameLegend/Illustration/item_illu/item_illu_10	ItemICO\DefultICO_Big	1	5430	2	2715	null	null	null	null	null	null	null	null	null	null	null	null	null	null	5	200	null	null	null	null	null	null
材料	3	炼器	1	3010001	梦华尾羽	根	虽没有梦华天羽那样的神力，却也吸收了梦华鸟的些许灵力，华美如幻境之物。	记载于某某书中	GameLegend/Icon/Item/Material_3030060	GameLegend/Illustration/item_illu/item_illu_31	ItemICO\DefultICO_Big	1	50	2	25	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010002	紫雷竹	根	生长于天极磁地的雷竹，通过吸收磁地天雷而生紫色纯电，能通天地雷灵。	记载于某某书中	GameLegend/Icon/Item/Material_3030069	GameLegend/Illustration/item_illu/item_illu_59	ItemICO\DefultICO_Big	1	24	2	12	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010003	血蚕丝	股	以血蛊炼制，韧性是普通蚕丝的十倍，但有些邪性，搞不好容易被蛊术控制。	记载于某某书中	GameLegend/Icon/Item/Material_3030080	GameLegend/Illustration/item_illu/item_illu_56	ItemICO\DefultICO_Big	1	60	2	30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010004	绯云布	块	仿佛流云一般柔软的锦缎，抚摸起来有丝丝凉意，很舒服。	记载于某某书中	GameLegend/Icon/Item/Material_3030052	GameLegend/Illustration/item_illu/item_illu_47	ItemICO\DefultICO_Big	1	54	2	27	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010005	风兽皮	块	风兽的毛皮流光滑水又不乏韧度，深受人们的喜爱，在市场上也变得奇货可居。	记载于某某书中	GameLegend/Icon/Item/Material_3030014	GameLegend/Illustration/item_illu/item_illu_48	ItemICO\DefultICO_Big	1	50	2	25	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010006	枫露冰晶	颗	黄枫谷中枫树的蜜液结晶而成，纯净而剔透，女孩子应该会喜欢。	记载于某某书中	GameLegend/Icon/Item/Material_3010006	GameLegend/Illustration/item_illu/item_illu_26	ItemICO\DefultICO_Big	1	54	2	27	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010007	浣星琉璃穗	个	可以装饰在武器上的五彩琉璃，光照之下会有神奇的效果。	记载于某某书中	GameLegend/Icon/Item/Material_3030039	GameLegend/Illustration/item_illu/item_illu_50	ItemICO\DefultICO_Big	1	148	2	37	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010008	墨玉貂裘	块	墨色玉貂百年难遇，用它的皮毛制衣当然价值不菲。	记载于某某书中	GameLegend/Icon/Item/Material_3030061	GameLegend/Illustration/item_illu/item_illu_102	ItemICO\DefultICO_Big	1	104	2	52	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010009	蓝玉木	根	奇怪的木材，质地象是蓝玉，一旦注入灵力就变得坚固起来。	记载于某某书中	GameLegend/Icon/Item/Material_3030024	GameLegend/Illustration/item_illu/item_illu_62	ItemICO\DefultICO_Big	1	52	2	26	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010010	娥女丝	股	据说是女怨之灵化成的蛛丝，摸起来滑滑的，能够产生无形的阻力。	记载于某某书中	GameLegend/Icon/Item/Material_3030070	GameLegend/Illustration/item_illu/item_illu_69	ItemICO\DefultICO_Big	1	122	2	61	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010011	西风残砂	袋	西边仙谷中的岩体常年风化而成，有的甚至吸收了上千年的残灵之气，不过找不找得到就要看运气了。	记载于某某书中	GameLegend/Icon/Item/Material_3030079	GameLegend/Illustration/item_illu/item_illu_108	ItemICO\DefultICO_Big	1	112	2	56	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010012	仙蝶蜕	片	仙谷中的蝴蝶外衣，翅膀上的磷粉会致人入幻，需要小心采集。	记载于某某书中	GameLegend/Icon/Item/Material_3010012	GameLegend/Illustration/item_illu/item_illu_109	ItemICO\DefultICO_Big	1	104	2	52	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010013	鬼瞳邪眼	颗	不知道什么材质，似乎在五行之外。不能长时间盯着看，否则会被带入一片黑暗的幽冥之境。	记载于某某书中	GameLegend/Icon/Item/Material_3010013	GameLegend/Illustration/item_illu/item_illu_72	ItemICO\DefultICO_Big	1	112	2	56	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010014	赤鸦骨	根	赤鸦带着地狱的消息而来，尸骨上仍留有冥界的气息。因为猎杀过度，已经很难见到了。	记载于某某书中	GameLegend/Icon/Item/Material_3030012	GameLegend/Illustration/item_illu/item_illu_90	ItemICO\DefultICO_Big	1	300	2	75	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010015	柳舞娟	块	柳絮飞舞的季节，取絮芯之丝，托巧女之手，织成最柔软轻薄的绢绸，十分耗工。	记载于某某书中	GameLegend/Icon/Item/Material_3030057	GameLegend/Illustration/item_illu/item_illu_97	ItemICO\DefultICO_Big	1	218	2	109	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010016	和元玉	块	上古之玉，传说有古修士的灵力寄存其中，坚不可摧。	记载于某某书中	GameLegend/Icon/Item/Material_3030018	GameLegend/Illustration/item_illu/item_illu_74	ItemICO\DefultICO_Big	1	110	2	55	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010017	三花丝	股	一种无瓣奇花，只有三丝花蕊，更奇的是这花蕊柔韧无比，堪比钢丝。	记载于某某书中	GameLegend/Icon/Item/Material_3010017	GameLegend/Illustration/item_illu/item_illu_82	ItemICO\DefultICO_Big	1	250	2	125	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010018	绿雪芳墨	个	绿色的墨石，散发着若隐若现的幽香，仿佛踏雪寻踪，颇有意趣。	记载于某某书中	GameLegend/Icon/Item/Material_3030028	GameLegend/Illustration/item_illu/item_illu_101	ItemICO\DefultICO_Big	1	234	2	117	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010019	蹋风羽	根	召唤风能的白色翎羽。	记载于某某书中	GameLegend/Icon/Item/Material_3030035	GameLegend/Illustration/item_illu/item_illu_65	ItemICO\DefultICO_Big	1	218	2	109	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010020	苦荷雨石	块	仙荷池底的淤泥积化而成的灵石，终年不见天日，洗净淤泥之后却是璀璨夺目，灵气逼人。	记载于某某书中	GameLegend/Icon/Item/Material_3030023	GameLegend/Illustration/item_illu/item_illu_96	ItemICO\DefultICO_Big	1	234	2	117	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
材料	3	炼器	1	3010021	云魄玄石	块	常年积雪的山峰之巅生有这种石头，往往隐藏在雪层之下，有缘之人才能找到它。	记载于某某书中	GameLegend/Icon/Item/Material_3010021	GameLegend/Illustration/item_illu/item_illu_115	ItemICO\DefultICO_Big	1	600	2	150	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
