#任务基础信息配置文件																		
#触发类型:-1:不做任何操作;0:自动触发某任务,比如主线任务;1:完成后跳转到指定任务;																		
 #ID	#步骤	#掩码	#任务名	#任务剧情文字	#任务要求	#任务图片路径	#任务大图片路径	#完成NPC	#触发类型	#触发内容列数	#触发内容	#脚本ID	#数据ID	#任务目标个数	#目标类型	#任务完成提示	#目标数据	#达成目标次数
4104001	1	4	坠入心魔	我记得我杀了黄龙，还看见越国皇帝和南宫姑娘……王禅向我施法……这是哪儿，陈师姐呢？此地似乎天地一体，不见出路，我看到了过去，过去的敌人……还让我再次杀了他们！	到了一个莫名黑暗的地方，无数的声音在叫嚣着，叫嚣着让我杀了他们！	GameLegend/Story/small/401	GameLegend/Story/big/401	0	-1	1	0	-1	-1	1	6	null	123	5
4104002	2	4	心魔之境	这些人是谁？为什么让我再杀一次？修仙之路怎会全是杀戮，不可能……我要赶快找到陈师姐，速速离开此地。	为什么都让我杀人，我不想…头好疼…陈师姐在何处？	GameLegend/Story/small/402	GameLegend/Story/big/402	0	-1	1	0	-1	-1	1	6	null	123	5
4104003	3	4	墨大夫	我又见到了数年前墨大夫欲夺舍我之时，我敬他为师，他却把我当成修仙得道的牺牲品。我怎可坐以待毙，只能再次……杀了他！	这是数年前墨大夫欲夺舍我的情景，他向我扑过来，我只能再一次……杀了他！	GameLegend/Story/small/403	GameLegend/Story/big/403	0	-1	1	0	-1	-1	1	6	null	123	5
4104004	4	4	凌乱	我杀了墨大夫，心中杀意翻腾。“只有杀戮才能保全自己”，他临死的话语句句回荡在我脑中，我该怎么办……陈师姐你到底在哪儿？	怎会如此……我满手血腥，心怀杀意……不行，我要找到陈师姐尽快离开这里！	GameLegend/Story/small/404	GameLegend/Story/big/404	0	-1	1	0	-1	-1	1	6	null	123	5
4104005	5	4	封岳再临	我又见到了血禁试炼时夺我灵草的狂人封岳，我必须再次杀了他，因为……只有杀戮，才能生存！	是血禁试炼之时，那狂人封岳要杀我夺草。我不能屈服，不能……	GameLegend/Story/small/405	GameLegend/Story/big/405	0	-1	1	0	-1	-1	1	6	null	123	5
4104006	6	4	幻象的指引	抢夺、杀戮，封岳临死之言让我差点崩溃发狂，幸好陈师姐及时出现制止了我，原来她为了救我，竟不顾危险入我心魔！为了她，为了自己，我无论如何不可失控。尽量跟着那些幻影走出去……	我一定要战胜心魔，跟着那边的幻影，或许能找到出路。	GameLegend/Story/small/406	GameLegend/Story/big/406	0	-1	1	0	-1	-1	1	6	null	123	5
4104007	7	4	陆师兄	太岳山脉的情景再次出现在我眼前，陈师姐昏迷不醒，那陆师兄污言秽语对她欲行不轨！我怒火顿生，那陆师兄正向我猛袭而来！	是那日在太岳山脉……陆风扬这畜生竟想加害陈师姐，去死吧！	GameLegend/Story/small/407	GameLegend/Story/big/407	0	-1	1	0	-1	-1	1	6	null	123	5
4104008	8	4	陈巧倩	陆风扬死了，修仙之路是否真的没有正邪之分，只有力量才是一切……可我不想做煞妖！陈师姐会帮我，她会带我走出心魔，我一定能找到出路。	我不能困在这里，跟着陈师姐，一定能走出去……	GameLegend/Story/small/408	GameLegend/Story/big/408	0	-1	1	0	-1	-1	1	6	null	123	5
4104009	9	4	坠魔谷1	陈师姐怎么这么傻，竟自毁神识把我从心魔中硬生生逼出来，自己却被困在其中……我不能让她就这么死，南宫姑娘说能救她的定魂珠就在坠魔谷，即使炼狱火海我也要闯！	只有上古宝物定魂珠能救陈师姐出我心魔，即刻启程去坠魔谷。	GameLegend/Story/small/409	GameLegend/Story/big/409	0	-1	1	0	-1	-1	1	6	null	123	5
4104010	10	4	坠魔谷2	坠魔谷不愧为“天南第一凶地”，四处暗藏着死亡的气息……此地凶险万分，多留一刻都有性命之危，必需尽快找到定魂珠！	坠魔谷四处是空间裂隙和阵法禁制，未免意外，必须尽快找到定魂珠。	GameLegend/Story/small/410	GameLegend/Story/big/410	0	-1	1	0	-1	-1	1	6	null	123	5
4104011	11	4	坠魔谷3	魔宗弟子竟出现在坠魔谷，他们还抓了各大门派的修士，原来修仙门派弟子失踪是魔宗搞的鬼！王禅……决不允许！	魔宗似乎在坠魔谷大兴邪术，待我找到定魂珠再探此事。	GameLegend/Story/small/411	GameLegend/Story/big/411	0	-1	1	0	-1	-1	1	6	null	123	5
4104012	12	4	坠魔谷南宫婉	古修遗宝早被魔宗一扫而空，据南宫姑娘说，魔宗抓了大量修士是为进行某种仪式。南宫姑娘为救掩月宗弟子而去，我只有从魔宗手中抢到定魂珠才行！	古修遗宝早已被魔宗一扫而空，我便从他们手中把定魂珠抢到手！	GameLegend/Story/small/412	GameLegend/Story/big/412	0	-1	1	0	-1	-1	1	6	null	123	5
4104013	13	4	坠魔谷红绫	遇到个奇怪的小姑娘，没想到竟然是魔宗灵使，差一点就被她骗了！若非她亲口所说，我绝不会相信这满地的尸体都是她所杀。既然她自己把定魂珠拿出来，就别怪我伏魔夺珠！	杀了这魔宗灵使，把定魂珠抢过来！	GameLegend/Story/small/413	GameLegend/Story/big/413	0	-1	1	0	-1	-1	1	6	null	123	5
4104014	14	4	心魔绝地	南宫姑娘已将魔宗的目的调查清楚，原来他们抓了大量修士进行血祭，想要血洗越国修仙界！既然定魂珠已经拿到，这就离开坠魔谷，去消灭我的心魔救出陈师姐。	如今定魂珠已到手，只有消灭我的心魔，才能救出陈师姐。	GameLegend/Story/small/414	GameLegend/Story/big/414	0	-1	1	0	-1	-1	1	6	null	123	5
4104015	15	4	大挪移阵	心魔已灭，陈师姐也已经醒了，她暂时应无大碍。齐云霄在玄灵矿脉发现了一处古传送阵，经其友人十年修复之后，其传送距离能达千万里。如此玄奇大阵，我倒要仔细看看。	齐云霄在玄灵矿脉发现了这古传送阵，我且仔细看看这上古大阵有何玄妙。	GameLegend/Story/small/415	GameLegend/Story/big/415	0	-1	1	0	-1	-1	1	6	null	123	5
4105001	1	5	消失的陈巧倩	不过去了一趟玄灵矿脉，回来就发现陈师姐不见了……她身体还那么虚弱……可恶，一定是魔宗！索性先回黄枫谷告知掌门再作打算。	可恨，定是魔宗将陈师姐掳走了，干脆先回黄枫谷禀明魔宗之事再作打算。	GameLegend/Story/small/501	GameLegend/Story/big/501	0	-1	1	0	-1	-1	1	6	null	123	5
4105002	2	5	前往议事大殿	刚回黄枫谷就听说魔宗攻入太岳山脉的消息，魔宗已经集结了大批人马，要踏平越国修仙界！如今谷内已有不少弟子失踪，掌门正召集筑基弟子去议事大殿共商对策。	魔宗已大肆攻入太岳山脉，掌门正召集筑基弟子去议事大殿共商对策。	GameLegend/Story/small/502	GameLegend/Story/big/502	0	-1	1	0	-1	-1	1	6	null	123	5
4105003	3	5	越宫	据掌门和师父所言，此番魔宗攻势凶猛，据说太岳山脉最大的防御大阵九玄阵也已岌岌可危。坊间传闻那越皇秘练魔功，抓捕修士魔化炼尸，大部分失踪的修士都被关在越国皇宫内，陈师姐多半也在那里。	据掌门所说，失踪修士大部分都被关在越国皇宫，陈师姐应该也在那里。	GameLegend/Story/small/503	GameLegend/Story/big/503	0	-1	1	0	-1	-1	1	6	null	123	5
4105004	4	5	追击	这越国皇帝已然成了丧心病狂的魔修，陈师姐果然是被他抓来这越宫，还有各派弟子都被他关在地牢，可恨，我决饶不了他！	果然是越皇抓了陈师姐，无耻昏君，我决不饶过！	GameLegend/Story/small/504	GameLegend/Story/big/504	0	-1	1	0	-1	-1	1	6	null	123	5
4105005	5	5	黑暗的宫殿	越宫已被布下弥天阵法，成了一座无尽的监牢，各派失踪的修士都被关押在监牢中，不知道陈师姐被关在哪里。	想不到偌大的皇宫竟成了监牢……陈师姐，韩立定救你出这炼狱！	GameLegend/Story/small/505	GameLegend/Story/big/505	0	-1	1	0	-1	-1	1	6	null	123	5
4105006	6	5	追寻陈巧倩	遇到前来查探的南宫姑娘，她信誓旦旦要取越皇狗命，此妖皇已是结丹期修士，我与其对上只是以卵击石。既有南宫姑娘收拾越皇，我便安心去救陈师姐，顺便把掩月宗的弟子也带离越宫。	南宫姑娘欲取越皇狗命，我便先去救陈师姐出来。	GameLegend/Story/small/506	GameLegend/Story/big/506	0	-1	1	0	-1	-1	1	6	null	123	5
4105007	7	5	陈巧倩	终于找到了陈师姐，还有不少黄枫谷的同门也关押在此。陈师姐还活着，太好了……放心，我定杀了这些魔宗的杂碎，救你出去！	陈师姐没事，我总算松了一口气……先把这些杂碎清除干净。	GameLegend/Story/small/507	GameLegend/Story/big/507	0	-1	1	0	-1	-1	1	6	null	123	5
4105008	8	5	越皇之死	陈师姐众人已经安全离开，我便无后顾之忧。我赶到时南宫姑娘与越皇战得两败俱伤，整个越宫尸气弥漫，为了保命越皇突现魔化之躯，而此时他的能力只有筑基后期，这正是杀了他的好机会！	越皇魔化之后能力只有筑基后期的修为，就趁此刻，取他项上人头！	GameLegend/Story/small/508	GameLegend/Story/big/508	0	-1	1	0	-1	-1	1	6	null	123	5
4105009	9	5	回到黄枫谷	魔宗入侵之势已不可挡，太岳山脉的防御大阵接连被毁，黄枫谷也成了一片废墟。前方聚集着众长老和弟子，上前与他们站在一起吧。	魔宗入侵，黄枫谷已成了一片废墟……众长老和弟子就在前面，我必需前去与他们并肩而立。	GameLegend/Story/small/509	GameLegend/Story/big/509	0	-1	1	0	-1	-1	1	6	null	123	5
4106001	1	6	拖延1	魔宗已大批攻入各大门派，黄枫谷不可再留。我等留守太岳山脉的弟子领命拖延魔宗进攻的时间，好让师父带领整个黄枫谷全体撤离。陈师姐，我定会好好活着来见你……	我要尽力拖延住魔宗的攻势让众人安全离开，先行清扫攻入太岳的魔宗弟子。	GameLegend/Story/small/601	GameLegend/Story/big/601	0	-1	1	0	-1	-1	1	6	null	123	5
4106002	2	6	拖延2	陈师姐应该已离开越国境内，暂时安全了，也不知师父和长老何时赶来救援。这些魔宗修士越杀越多，不少同门已经身死……他们应该已经在回来救援的路上了，我只需再坚持一会儿，杀了眼前这批魔修……	魔宗的人越来越多，恐怕我无法支撑太久……只能勉力一拼。	GameLegend/Story/small/602	GameLegend/Story/big/602	0	-1	1	0	-1	-1	1	6	null	123	5
4106003	3	6	拖延3	师父与长老还没回来，莫非他们遭到了魔宗的伏击？！陈师姐……不，不会出事的，他们肯定已经在回来救援的路上了。	击退这一波魔宗弟子之后他们差不多该回来救援了……	GameLegend/Story/small/603	GameLegend/Story/big/603	0	-1	1	0	-1	-1	1	6	null	123	5
4106004	4	6	陈巧倩归来1	陈师姐竟冒死回来找我，告诉我被师父骗了。到底是怎么回事？如今眼下魔宗肆虐，不是说话时候，先灭魔宗，保护好陈师姐！	魔宗步步逼近，先解决掉眼前的麻烦，保护好陈师姐！	GameLegend/Story/small/604	GameLegend/Story/big/604	0	-1	1	0	-1	-1	1	6	null	123	5
4106005	5	6	陈巧倩归来2	可笑……我以死相拼为同门们争取逃离的时间，而他们一开始就没打算回来救援。我不能死在这里……古传送阵，带着陈师姐去古传送阵，我们一定能逃出去！	我先去引开魔宗，让陈师姐安全去到古传送阵。	GameLegend/Story/small/605	GameLegend/Story/big/605	0	-1	1	0	-1	-1	1	6	null	123	5
4106006	6	6	离开太岳山	一路上魔宗修士越来越多了，还好让陈师姐从另一路先行离去。想必陈师姐已经安全抵达古传送阵，待我与她会合，从此离开越国。	希望一切如我所料，陈师姐能够顺利到古传送阵，我这就前去与她会合。	GameLegend/Story/small/606	GameLegend/Story/big/606	0	-1	1	0	-1	-1	1	6	null	123	5
4106007	7	6	王禅？！	再次见到了魔宗宗主王禅，他亲自带领魔宗攻入太岳山脉。无论如何都不能与此人对上，快逃，趁他发现我之前到达古传送阵！	王禅已率魔宗占据太岳大部分地界，千万不能让他发现，快赶往古传送阵！	GameLegend/Story/small/607	GameLegend/Story/big/607	0	-1	1	0	-1	-1	1	6	null	123	5
4106008	8	6	王禅！！！	纵我万般小心终还是逃不过，王禅命我臣服于他，可我韩立怎会与魔宗为伍？不可能，邪修和煞妖都不是我的命运，我的命运掌握在自己手中！	我韩立与天抗命，今日莫非真要死于王禅之手？不……我不想死……也不能死！	GameLegend/Story/small/608	GameLegend/Story/big/608	0	-1	1	0	-1	-1	1	6	null	123	5
4106009	9	6	王禅。	我抓住机会从王禅手中逃出来，那古传送阵就在最下方，可刚启动阵法王禅就将陈师姐击落悬崖，我只能用最快的速度到达底层，躲开王禅进入古传送阵！	古传送阵就在最下方，只要进到法阵里，我们就可以离开这里……	GameLegend/Story/small/609	GameLegend/Story/big/609	0	-1	1	0	-1	-1	1	6	null	123	5
4106010	10	6	王禅……	没想到王禅竟有如此功力，追入了古传送阵！可他九成功力都用来扼住法阵，如今他只剩一成功力，就趁这个机会，我韩立要让命运之轮倒转！	王禅用九成功力强行扼住古传送阵，如今他只有一成功力来对付我，我未必不能赢！	GameLegend/Story/small/610	GameLegend/Story/big/610	0	-1	1	0	-1	-1	1	6	null	123	5
4201001	1	11	这个杀手不太冷	null	null	null	null	0	-1	1	4201002	-1	-1	1	6	null	0	1
4201002	1	12	铁汉柔情	null	null	null	null	0	-1	1	0	-1	-1	1	6	null	0	1
4301000	1	13	解闷之前	0	0	GameLegend/Story/small/101	GameLegend/Story/big/101	0	0	1	0	-1	-1	1	6	null	123	5
4301001	1	14	说好的武器	游戏初始阶段捡武器	111	null	null	0	0	1	0	-1	-1	1	6	null	0	1
4301002	1	15	熊怪出场动画	仅播一次	111	null	null	0	-1	1	0	-1	-1	1	6	null	0	1
4301003	1	16	风小妖出场动画	仅播一次	111	null	null	0	-1	1	0	-1	-1	1	6	null	0	1
4301004	1	17	M键地图提示	仅播一次	111	null	null	0	0	1	0	-1	-1	1	6	null	0	1
4301005	1	18	韩立怒气觉醒	仅播一次	111	null	null	0	0	1	0	-1	-1	1	6	null	0	1
4301006	1	19	黄枫谷开场动画	仅播一次	111	null	null	0	0	1	0	-1	-1	1	6	null	0	1
4302001	1	21	炼符相关	仅播一次	111	null	null	0	0	1	0	-1	-1	1	6	null	0	1
4302002	1	22	天灵果相关	仅播一次	111	null	null	0	0	1	0	-1	-1	1	6	null	0	1
4304001	1	20	心魔NPC	仅播一次	111	null	null	0	-1	1	0	-1	-1	1	6	null	0	1
4304002	1	20	心魔NPC	仅播一次	111	null	null	0	-1	1	0	-1	-1	1	6	null	0	1
4304003	1	20	心魔NPC	仅播一次	111	null	null	0	-1	1	0	-1	-1	1	6	null	0	1
4304004	1	20	心魔NPC	仅播一次	111	null	null	0	-1	1	0	-1	-1	1	6	null	0	1
4304005	1	20	心魔NPC	仅播一次	111	null	null	0	-1	1	0	-1	-1	1	6	null	0	1
4304006	1	20	心魔NPC	仅播一次	111	null	null	0	-1	1	0	-1	-1	1	6	null	0	1
4304007	1	20	心魔NPC	仅播一次	111	null	null	0	-1	1	0	-1	-1	1	6	null	0	1
4304008	1	20	心魔NPC	仅播一次	111	null	null	0	-1	1	0	-1	-1	1	6	null	0	1
4304009	1	20	心魔NPC	仅播一次	111	null	null	0	-1	1	0	-1	-1	1	6	null	0	1
4304010	1	20	心魔NPC	仅播一次	111	null	null	0	-1	1	0	-1	-1	1	6	null	0	1
4304011	1	20	心魔NPC	仅播一次	111	null	null	0	-1	1	0	-1	-1	1	6	null	0	1
4304012	1	20	心魔NPC	仅播一次	111	null	null	0	-1	1	0	-1	-1	1	6	null	0	1
4304013	1	20	心魔NPC	仅播一次	111	null	null	0	-1	1	0	-1	-1	1	6	null	0	1
